Company,Industry Sector,Current Ratio,Quick Ratio,Cash Ratio,Free Cash Flow Margin,Revenue Growth Year over Year,Common Equity to Tot Assets,Long Term Assets as % Total Assets,EBIT/Interest,Total Debt to Total Assets,Tot Debt to Common Equity,Cashflow to Total Liabilities,Free Cash Flow to Total Debt,Gross Margin,Operating Margin,Profit Margin,Net Income Margin Adjusted,Return on Assets,Return on Common Equity,Inventory Turnover,Accounts Receivable Turnover,Accounts Payable Turnover,Net Fixed Asset Turnover,Gross Fixed Asset Turnover,Asset Turnover,Sales per Employee,Operating Profit Per Employee,Cash Conversion Cycle
CERC UR Equity,"Consumer, Non-cyclical",1.708075752,1.385672229,1.242661907,-606.1306554,-0.766419405,56.1310866,40.56643948,#N/A N/A,3.34757244,5.963847563,-211.2132892,-27.71982146,95.51849151,-1087.434149,-947.9537486,-598.4134919,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,209331.7188,-2276344.594,-2916.474861
HMTV UQ Equity,Communications,4.429941159,3.995264552,3.152378273,35.44885702,1.202915916,46.03114507,62.34534567,4.018889746,40.84906694,88.74223502,20.70543241,0.264732999,68.04622182,27.58228384,-0.816885385,14.99892184,-0.248333052,-0.536618219,#N/A N/A,4.635839568,22.60070175,4.333782428,2.385791048,0.303999871,481477.707,132802.5478,#N/A N/A
THC UN Equity,"Consumer, Non-cyclical",1.474520322,1.05962451,0.504642047,16.25283447,-4.540288977,0.103298163,73.63314395,0.935194417,63.37711208,61353.57143,14.06862948,0.166889807,#N/A N/A,5.317460317,2.261904762,6.077664399,1.581544682,#N/A N/A,#N/A N/A,6.493649917,#N/A N/A,2.599852616,1.404961969,0.699209228,160363.6364,8527.272727,#N/A N/A
LUNA UR Equity,Industrial,2.508525843,1.340103041,0.510752867,2.630592276,17.25187783,56.82508664,42.39095586,199.32,24.96068762,43.92547218,5.04950495,0.099055017,51.02502389,6.026777615,3.980358244,8.66534962,3.025844352,4.638134011,2.389630582,4.011776424,14.98548196,8.053045573,4.300791138,0.760203168,201170.3163,12121.6545,219.9739472
RCKT UQ Equity,"Consumer, Non-cyclical",14.94144158,14.7996137,14.7996137,#N/A N/A,#N/A N/A,85.22317983,17.51435284,-19.27702024,9.617415677,11.28497634,-85.49338526,-1.664425751,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-29.01515663,-34.4591128,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,-2356192.982,#N/A N/A
INGN UW Equity,"Consumer, Non-cyclical",5.390530771,4.60123435,4.077217422,6.376605821,-14.76917636,75.70022431,33.81061466,#N/A N/A,2.167144453,2.862797928,32.97988933,2.199320611,44.79281137,-3.898057293,-1.889544778,-1.889544778,-1.282238826,-1.679236695,5.631938359,9.633896505,11.02790553,9.895332799,4.032509804,0.678596687,328877.3987,-12819.82942,69.78883293
BPMC UW Equity,"Consumer, Non-cyclical",7.092850262,6.71966025,6.665410315,48.36324466,1093.371121,85.55016227,46.01008035,843.4617486,5.214406716,6.095145325,155.8708041,4.445337262,99.94645568,38.89295546,39.54493628,39.54493628,25.87541172,32.45165156,0.099056054,204.5972419,1.965731747,7.460546475,6.447966466,0.654333501,2077840.314,808128.2723,3510.476321
BOLT UW Equity,"Consumer, Non-cyclical",2.251509233,2.027521307,2.027521307,-21891.77489,7.441860465,-260.7945512,45.50943234,#N/A N/A,77.56649908,#N/A N/A,-102.4137856,#N/A N/A,#N/A N/A,-21290.90909,-26289.17749,-22272.48918,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
LHDX UW Equity,"Consumer, Non-cyclical",#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
VOR UW Equity,"Consumer, Non-cyclical",4.811012051,4.755461938,4.755461938,#N/A N/A,#N/A N/A,-83.46551088,35.30853138,#N/A N/A,24.09890921,#N/A N/A,-131.3167131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TERN UW Equity,"Consumer, Non-cyclical",3.981814995,3.837342798,3.280049078,#N/A N/A,#N/A N/A,-139.6424315,1.539711778,#N/A N/A,13.95600823,#N/A N/A,-125.7869862,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A
CCS UN Equity,"Consumer, Cyclical",6.069304663,1.012958537,0.959894071,10.50413895,24.65705618,45.01452149,12.43783595,4.430904016,32.04380314,71.18547987,21.77068604,0.364225887,21.23028275,8.687324275,6.521495689,5.704804526,7.713926504,17.60217281,1.26875204,128.4541336,25.18545915,78.48335961,43.03400583,1.182846217,2253166.073,194534.5688,276.789404
APLS UW Equity,"Consumer, Non-cyclical",7.147303373,6.839153101,6.839153101,-66.1929574,#N/A N/A,21.29539887,4.515760971,-7.139192304,39.3237758,184.6585548,-21.22823447,-0.426699353,#N/A N/A,-85.27006216,-137.594057,-137.594057,-51.09948558,-288.8553128,#N/A N/A,#N/A N/A,0,12.44295708,#N/A N/A,0.371378581,670176.4706,-571457.2193,#N/A N/A
PBI UN Equity,Technology,1.126419704,1.014570747,0.502776857,5.542511061,10.88725089,1.271901485,59.63854972,-0.148562518,53.78102146,4228.39521,5.859276619,0.070165271,33.65190661,-0.643374155,-5.108052025,1.466823294,-3.397461803,-103.0063179,35.16974406,3.625859772,8.160967126,5.68749825,2.227479523,0.665118873,309050,-1988.347826,66.50062252
UCTT UW Equity,Technology,2.709244533,1.718687873,0.995526839,4.354354354,31.17613956,48.30839002,50.55782313,7.183431953,28.28117914,58.54299662,17.64919282,0.249518922,20.86372086,8.68010868,5.548405548,6.415483429,7.319634273,16.02269679,6.274280045,10.83367932,8.764017296,7.415843054,5.401150801,1.318341031,279943.9552,24314.2514,50.08050188
ANGN UW Equity,"Consumer, Non-cyclical",2.283105927,1.793721778,1.793721778,22.8003328,-10.38358409,21.17803661,76.33038979,4.139256138,48.12987578,227.2631626,28.65728647,#N/A N/A,61.40465412,15.12404412,7.689216713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
LPG UN Equity,Industrial,1.64227615,0.744743257,0.744743257,44.69073146,110.9882648,58.43753976,91.64963467,4.978114342,39.58466764,67.73842261,24.32501761,0.207433026,54.7594035,48.30664066,33.54265023,39.00309744,4.692116519,7.804254909,76.09930675,#N/A N/A,13.2237047,0.217721427,0.176290051,0.187522124,4505810.784,#N/A N/A,#N/A N/A
SAVE UN Equity,"Consumer, Cyclical",1.755544991,1.444836225,1.41283973,-34.17908733,-52.74755282,26.78583016,71.9486952,-3.373497658,57.54545427,214.8354332,-3.663510123,-0.090592,#N/A N/A,-28.0528082,-23.68479499,-54.68861704,-5.552304371,-19.00675833,#N/A N/A,31.00759763,#N/A N/A,0.356681007,0.3197375,0.234424844,206717.9077,-57990.17816,#N/A N/A
CLDR UN Equity,Technology,1.504912465,1.376079951,0.89938909,16.76935961,9.452008396,44.96251098,60.22001905,#N/A N/A,26.94565616,59.92916227,11.28596168,0.247145167,78.23569067,-17.97682621,-18.72102414,-14.59934795,-6.768750711,-12.68238814,#N/A N/A,3.071208634,57.58271192,4.444979661,3.671566267,0.361558783,318642.9619,-57281.8915,#N/A N/A
BCEI UN Equity,Energy,1.240602008,0.968852371,0.332192149,43.55862259,-30.37162378,88.37008755,92.18768494,-5.449877751,2.538188656,2.872226028,115.4376272,3.483978416,46.35884268,-5.110275574,47.47031042,62.03666197,8.666585745,10.44712711,13.83549169,3.374151975,12.43647627,0.205827517,0.17751106,0.18256855,2000825.688,-102247.7064,105.4958456
VITL UQ Equity,"Consumer, Non-cyclical",5.296596434,4.585745157,3.777919271,0.654284114,52.25995324,82.88771926,19.90850421,25.05737705,0.465648231,0.561781933,40.36842832,1.756892231,34.78066082,5.706552175,4.106776181,3.976633377,7.543223528,#N/A N/A,10.81295215,11.56956968,9.635297769,8.151247718,6.941591888,1.836774929,#N/A N/A,#N/A N/A,27.34741304
SWN UN Equity,Energy,0.663043478,0.376482213,0.01284585,-15.94454073,-28.27843381,9.631782946,86.99612403,-15.77472527,64.12790698,665.7947686,11.3231825,-0.111211846,41.16117851,-124.3934142,-134.8353553,9.575389948,-52.40380567,-166.2837296,#N/A N/A,7.489481066,2.473588342,0.550515464,0.09911649,0.449608487,1075489.282,-1169151.911,#N/A N/A
AMRC UN Equity,Utilities,1.280915799,0.499695899,0.173381676,-27.641859,19.07206209,28.15670438,71.96316414,5.54642774,25.47874562,90.48909018,-8.418185638,-0.632941055,18.1685113,6.92635199,5.236201594,5.32862061,3.460206948,11.72937356,94.85441581,9.347226687,3.895696602,22.68038406,14.89617305,0.660811634,904710.78,62663.45311,-50.93527761
LRN UN Equity,"Consumer, Non-cyclical",1.833363812,1.640112503,0.776468824,3.403073701,2.462510534,62.92297415,53.29467241,#N/A N/A,21.91177745,34.82317507,20.20812497,-0.013693975,33.39207218,3.118571435,2.354614154,2.354614154,4.420280273,7.240198785,34.67834624,3.707179441,24.41764377,10.74870938,#N/A N/A,1.107649558,210255.5556,#N/A N/A,66.5348911
CASA UW Equity,Communications,3.111202491,2.111252843,1.321363533,12.33044964,39.30222425,15.49275204,24.79521914,1.433145901,59.08237079,381.3549114,12.87638745,0.166482407,51.01107195,6.157214568,6.306739293,2.601641212,5.292133177,43.15544032,1.977814053,4.200807589,5.969236731,12.13909554,4.396290644,0.839123504,396018.1269,24383.6858,210.8645182
PQG UN Equity,Basic Materials,2.12647389,1.33183999,0.673151616,11.42019374,-7.713136108,39.93738236,86.61150827,-2.301869198,45.26776202,113.3468428,11.64183643,0.085061157,24.68531096,-14.71279066,-25.1743105,11.15894246,-7.414554199,-18.24073735,6.293015114,8.12257622,7.247894003,1.059146925,0.732150992,0.294528591,486967.0185,-71646.43799,52.72188888
BTAI UR Equity,"Consumer, Non-cyclical",18.33009627,17.99687553,17.99687553,#N/A N/A,#N/A N/A,93.98006693,1.305379747,-3048.037037,0.743398079,0.791016759,-501.1329305,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-64.11238725,-70.35288175,#N/A N/A,#N/A N/A,0,0,0,0,0,-1645920,#N/A N/A
REZI UN Equity,"Consumer, Cyclical",1.446684005,0.336150845,0.336150845,3.431275882,1.663993585,35.5258467,60.33868093,4.936507937,23.20855615,65.32865028,6.745922035,0.133640553,25.89232893,6.132912641,0.729639124,5.169591796,0.689141367,2.058414465,5.596425912,#N/A N/A,4.050646552,11.21902655,4.802083333,0.944496182,344965.9864,21156.46259,#N/A N/A
AMRK UW Equity,"Consumer, Cyclical",1.28245384,0.296675408,0.093981249,0.862446242,14.17342145,13.32445072,5.806592044,1.602258868,40.53955292,304.2493367,7.339150352,-0.373872907,1.226365999,0.553314043,0.558660957,0.558660957,7.160721938,66.09350683,15.89507733,33.68381996,63.09606987,609.8641922,324.6468908,7.387703534,24823154.55,#N/A N/A,22.86231073
X UN Equity,Basic Materials,1.668674699,1.089608434,0.747364458,-6.026075352,-24.7043364,31.39563811,63.24736711,-3.513071895,42.49937806,135.3671421,1.687041565,-0.100682927,1.878657222,-11.03582794,-11.95975773,-9.185299251,-9.844931762,-29.57603453,5.998117352,10.47982786,4.966170501,1.718747243,0.552289157,0.823171505,417173.4475,-46038.5439,22.24474642
MTZ UN Equity,Industrial,1.666913982,0.853311796,0.298981274,11.44614557,-12.00320805,38.29341666,54.87599202,7.264133224,28.53427863,74.51484124,29.08627438,0.485013029,16.61288013,6.852629539,5.107566475,5.01283698,6.314964858,17.04069153,55.56656862,7.732959223,9.510012673,5.509341557,2.809485172,1.236394061,351165.2778,24064.16667,15.43082307
BCC UN Equity,Industrial,2.497805352,1.490923699,0.773626818,3.928645925,17.90570021,43.28184409,33.4159325,12.77615071,27.61754229,63.80860814,26.41591003,0.420173408,#N/A N/A,6.11943221,3.196058039,3.457249146,9.564126831,22.54696613,#N/A N/A,18.50360704,#N/A N/A,9.808013429,4.460347559,2.992475955,917058.2915,56118.76047,#N/A N/A
MTEM UR Equity,"Consumer, Non-cyclical",2.698159934,2.506297766,2.500066573,-483.8896259,-15.37943422,42.42298591,27.56207239,-59.14486804,20.98272053,49.46073475,-104.0478289,-3.023373083,#N/A N/A,-535.112762,-556.7312284,-542.5116477,-66.80866916,-129.2323611,#N/A N/A,58.70716511,#N/A N/A,0.613094754,0.522362203,0.120001656,79851.69492,-427296.6102,#N/A N/A
STXS UA Equity,"Consumer, Non-cyclical",3.883888352,3.496205533,3.237229049,-13.45348589,-7.862679937,62.42501667,4.939221443,#N/A N/A,8.016826005,12.84232898,-23.06342644,-0.246605727,71.21954214,-25.21143889,-24.95850644,-24.95850644,-13.4216885,-27.94006634,2.980464854,6.021684367,4.915226096,7.644534768,2.203265222,0.537760083,221916.9583,-55948.46667,109.1174771
MOD UN Equity,"Consumer, Cyclical",1.702419355,0.97688172,0.190591398,-0.678309289,-10.71993492,31.76225506,58.77221535,1.669603524,35.38832107,111.4162738,5.553956835,0.287745911,15.56567957,1.918501645,-0.111364212,2.691470514,-14.2439917,-46.06281293,7.150301568,6.83062645,6.622171429,4.57261196,1.4977107,1.243112003,174823.0088,#N/A N/A,47.69174854
ISEE UW Equity,"Consumer, Non-cyclical",8.619299642,8.358416236,8.358416236,#N/A N/A,#N/A N/A,88.37806915,0.069664228,#N/A N/A,0.053055538,0.06003247,-262.3833909,-574.7565217,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-48.73854632,-54.76444945,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,-4033454.545,#N/A N/A
LE UR Equity,Communications,1.574453357,0.227062574,0.107750491,4.307267235,-1.568954924,35.36108762,52.57520746,1.482380918,31.31262506,88.55108019,13.55908879,0.214414007,42.44308724,2.882206567,0.75911697,1.206735377,1.003734362,3.018027114,2.168437639,32.24885063,5.662853958,7.570795533,3.363494771,1.322238468,269329.8113,7762.830189,114.8714671
PBYI UW Equity,"Consumer, Non-cyclical",1.279059997,1.040934751,0.817373419,0.322953223,-17.31800485,-2.436737368,40.16092048,-2.164459633,49.52665629,#N/A N/A,0.308988652,0.052052847,82.5089956,-13.50539736,-26.65141486,-26.64572964,-25.04607357,#N/A N/A,11.87620773,8.271753706,2.534821971,11.06104001,8.541302327,0.93985077,843108.6142,#N/A N/A,-69.20117659
RXN UN Equity,Industrial,2.47581864,1.57884131,0.736775819,10.39543615,-0.730880929,37.69058502,69.84691843,#N/A N/A,37.97895512,100.7650985,12.72243309,#N/A N/A,38.26612707,14.90077527,1.672436491,9.777890956,4.404876291,11.00979399,#N/A N/A,6.501723855,#N/A N/A,4.84250428,#N/A N/A,0.594553207,306104.4776,#N/A N/A,169.5454617
ITRI UW Equity,Industrial,1.691696111,0.955088116,0.376310923,2.912830423,-13.15180602,31.32108923,64.31707737,-0.236244631,38.51143622,122.9568868,6.198613273,0.063053659,27.70685808,-0.478293878,-2.666620655,1.426358796,-2.180864835,-7.275815618,7.659207406,5.92067626,5.611462262,7.279770488,2.978915879,0.817838424,322025.4853,-1540.228182,44.37924508
CBAY UW Equity,"Consumer, Non-cyclical",15.37841128,14.84457746,14.84457746,#N/A N/A,#N/A N/A,92.7716561,1.456200228,#N/A N/A,1.133755891,1.222092974,-402.23941,-25.28612385,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-28.36084906,-30.98944246,#N/A N/A,#N/A N/A,0,0,0,0,0,-1282975.61,#N/A N/A
MAXN UW Equity,Energy,1.187040661,0.5210487,0.232285619,-5.695146712,31.34757479,36.57998144,37.57724364,-5.251287213,8.338929784,22.79642978,-4.230047793,#N/A N/A,-0.192689483,-11.31986037,-15.27654571,-15.3106298,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,230708.7023,#N/A N/A,21.9484309
BBBY UW Equity,"Consumer, Cyclical",1.551285087,0.561916639,0.561916639,2.809855734,-7.234447468,22.65492076,50.88533942,-10.80529102,49.72894603,219.5061575,9.807205281,0.291429557,31.73934318,-6.273773186,-5.500843297,-0.728162208,-3.002559786,-13.8691273,2.966815583,#N/A N/A,5.445994878,3.126750406,1.940692994,1.295783718,202883.2727,#N/A N/A,#N/A N/A
MUSA UN Equity,"Consumer, Cyclical",1.177179439,0.625870834,0.308039917,3.503677283,-21.46050424,29.19536806,76.72115277,10.91796875,42.91990915,147.00931,29.64345814,0.298950291,15.1815494,5.881548352,4.062371769,4.065696579,14.37212678,48.65477916,31.81882771,55.62891425,29.94758213,4.81615486,3.057290829,3.537828733,1939653.061,114081.6327,5.860520769
ATGE UN Equity,"Consumer, Non-cyclical",2.002312252,1.724148296,1.472569462,6.041344067,3.763699113,58.79789311,68.91595814,7.29164531,23.18813723,39.43702062,11.76429463,#N/A N/A,53.41696443,13.52280083,-8.111589248,11.7434299,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,244708.3043,#N/A N/A,#N/A N/A
HARP UW Equity,"Consumer, Non-cyclical",2.707834217,2.630118118,2.630118118,-53.30772759,201.9560325,31.37617138,24.38225558,#N/A N/A,7.876241317,25.10262078,-7.317011032,-0.688050314,#N/A N/A,-294.2616372,-286.1041046,-286.1041046,-28.66661306,-67.4163678,#N/A N/A,#N/A N/A,#N/A N/A,0.992010009,0.849290392,0.100196441,223641.0256,-658089.7436,#N/A N/A
WKHS UR Equity,"Consumer, Cyclical",16.50802341,2.710803876,2.66054737,-5458.243586,269.7980678,62.47871342,54.07536708,#N/A N/A,31.28755475,50.07714313,-29.6113301,-0.384054448,-838.3791532,20260.46079,5010.811271,5010.811271,20.42589131,#N/A N/A,1.513696892,3.121232158,8.264922301,0.152786097,0.114438253,0.004076364,10711.68462,2170236.662,314.7699781
AVEO UR Equity,"Consumer, Non-cyclical",3.86591915,3.715432281,3.644791974,-637.0825719,-79.09706546,52.74689144,2.098278336,-24.22242991,21.63587996,41.01830339,-120.1309381,-2.648753195,#N/A N/A,-645.9046353,-591.1945506,-591.1945506,-60.56232555,-141.938572,#N/A N/A,4.256718529,#N/A N/A,9.661316212,#N/A N/A,0.102440602,122836.7347,-793408.1633,#N/A N/A
RRC UN Equity,Energy,0.410049785,0.358072042,0.000647953,-6.646178127,-24.58317768,26.6832667,95.277122,-2.899977682,51.38453456,192.5721282,5.971461535,-0.044335766,15.00773668,-26.56046853,-33.83589678,-10.26789942,-10.09057803,-32.28292534,#N/A N/A,8.005506696,#N/A N/A,0.354651019,0.207534404,0.329995932,3946744.841,-1024028.143,#N/A N/A
BNFT UQ Equity,Technology,3.742494942,3.394097109,3.031243882,5.432216632,-9.315625359,-13.63295453,36.69902752,-0.128646353,74.8173148,#N/A N/A,8.334287798,0.055780346,51.74628274,-1.106880335,-9.061277462,-6.934407644,-7.00146242,#N/A N/A,#N/A N/A,9.577490445,22.07421309,2.573552418,1.291632647,0.772679399,171885.2564,-1902.564103,#N/A N/A
NBR UN Equity,Energy,2.195020457,1.638746462,0.934578025,7.227501976,-29.87924951,16.49669988,79.44072313,-3.395667898,54.54167839,330.6217534,8.236220806,0.0513842,37.53303003,-32.82211277,-37.75186348,-31.28268596,-13.13821511,-63.52212318,7.913144133,5.230375763,5.105074591,0.474484045,0.159214042,0.348015009,213404.3,-70043.8,44.53464116
PDCO UW Equity,"Consumer, Non-cyclical",1.435266416,0.46001295,0.072512927,-5.197676289,-1.516040027,30.7185814,43.1835675,-13.69131548,24.612886,80.12377161,-12.96201087,-0.896500576,21.81070311,-10.42109023,-10.7184849,2.174622237,-15.12636387,-40.07427761,5.214940812,12.42401914,5.968484737,16.23352379,#N/A N/A,1.771299849,703847.5641,#N/A N/A,36.51822508
FLDM UW Equity,Industrial,2.168943206,1.731700124,1.263064757,-20.36570535,17.8270771,42.81662905,63.76891029,-14.28779395,29.36811216,68.5904351,-8.301787224,-0.258883355,60.31821867,-36.94405837,-38.38024091,-40.3752606,-17.9860203,-36.23292399,3.265600334,6.222142149,7.707946599,4.029812867,2.244637983,0.468627082,220325.3589,-81397.12919,123.4161238
CWH UN Equity,"Consumer, Cyclical",1.442969288,0.240935722,0.160375309,13.14260608,11.33626014,0.822188463,54.11464269,24.18583981,79.07832225,9618.028685,22.89486787,0.329720702,31.25769862,8.742991717,2.246267436,2.899905647,3.68916233,#N/A N/A,3.00143173,65.91182859,27.5773566,4.821493952,3.986454406,1.642352229,455896.1246,39858.96041,114.222919
GTLS UN Equity,Industrial,1.107435413,0.513390044,0.197069943,-15.74207799,-9.391116927,61.52329403,72.82041369,#N/A N/A,8.567562343,13.92572111,-14.81109325,-0.607400722,28.21340583,9.192082236,27.19395124,-18.82092233,12.63245131,22.71098656,3.705857204,6.034209222,7.895796848,2.971798315,#N/A N/A,0.480317291,226205.8158,#N/A N/A,93.45063901
SITM UQ Equity,Technology,5.911726299,5.089840689,3.84042831,9.044732945,38.15924067,80.78758336,16.7861423,-11.86363636,6.065685864,7.508190754,63.54138762,1.552242424,49.87430697,-7.415028066,-8.068459658,-8.068459658,-7.225850225,-10.89640739,4.799802152,5.58724356,11.67306736,5.854932204,3.343484644,0.895567498,621155.0802,-46058.82353,110.4052785
AMC UN Equity,"Consumer, Cyclical",0.308520748,0.252961672,0.195312005,-104.901803,-77.29117163,-28.07500681,95.26098634,-11.49537686,110.4783776,#N/A N/A,-8.599424421,-0.07546771,66.87862202,-330.2237605,-369.3737927,-150.8021571,-38.31881831,#N/A N/A,#N/A N/A,7.198146002,0.977318608,0.174749634,0.135912134,0.103739949,360220.3537,-1189533.198,#N/A N/A
BLFS UR Equity,"Consumer, Non-cyclical",7.366082322,6.319206319,5.805111411,3.890864475,75.68594498,87.40232254,51.15083742,#N/A N/A,4.209020181,4.815684593,22.46222493,0.189295832,57.06531911,-11.59356999,5.546197517,-2.157850499,1.627371088,-1.02774427,1.829184017,7.203505355,6.265940215,3.639645777,2.933296733,0.293531108,249155.4404,-28844.55959,192.4867887
FHTX UQ Equity,"Consumer, Non-cyclical",10.11816831,9.857264141,9.857264141,-11039.30233,#N/A N/A,57.19500458,25.39457108,-70.00102145,32.08056527,56.08980279,-28.59597649,#N/A N/A,#N/A N/A,-15937.44186,-16000,-15997.06047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GSIT UW Equity,Technology,9.577845036,8.825302663,8.058958838,-11.56357428,-15.81594997,87.40261893,22.86249159,#N/A N/A,0.624018877,0.713959014,-36.23065015,-16.70465116,58.47080267,-24.92213276,-23.84929516,-23.84929516,-20.60424399,-23.83585394,3.258735073,6.073963868,8.279775281,3.288229203,0.901443104,0.289393073,261102.4096,#N/A N/A,125.4360114
